time,frontal_axis,vertical_axis,lateral_axis,sensor_id,rssi,phase,f,label
0,0.27203,1.0082,-0.082102,1,-63.5,2.4252,924.25,1
0.5,0.27203,1.0082,-0.082102,1,-63,4.7369,921.75,1
1.5,0.44791,0.91636,-0.013684,1,-63.5,3.0311,923.75,1
1.75,0.44791,0.91636,-0.013684,1,-63,2.0371,921.25,1
2.5,0.34238,0.96229,-0.059296,1,-63.5,5.892,920.25,1
3.25,0.34238,0.96229,-0.059296,4,-56.5,1.2563,924.75,1
4,0.30721,0.99674,-0.070699,1,-63.5,3.8718,922.75,1
5,0.27203,0.99674,-0.093505,1,-64,2.4943,924.25,1
5.5,0.23685,1.0312,-0.12771,1,-64.5,2.008,924.75,1
6,0.23685,1.0312,-0.12771,1,-66,1.1904,925.75,1
6.5,0.23685,1.0312,-0.12771,1,-63,0.61206,922.75,1
6.75,0.23685,1.0312,-0.12771,1,-65,1.6506,925.25,1
7.75,0.31893,0.99674,-0.070699,1,-62,4.8075,921.75,1
8,0.31893,0.99674,-0.070699,4,-56.5,4.5252,924.75,1
9,0.47136,0.92784,-0.0022806,1,-62.5,3.8135,922.75,1
9.75,0.40101,0.93932,-0.025087,1,-64,2.413,924.25,1
10,0.40101,0.93932,-0.025087,1,-62.5,1.5309,921.75,1
10.5,0.40101,0.93932,-0.025087,1,-64.5,5.2247,924.75,1
10.75,0.40101,0.93932,-0.025087,4,-58,0.50468,925.75,1
12,0.30721,0.99674,-0.070699,1,-64,2.462,924.25,1
12.5,0.30721,0.99674,-0.070699,1,-63,5.9089,920.25,1
13,0.30721,0.99674,-0.070699,1,-64,1.9926,924.75,1
14,0.41273,0.93932,-0.0022806,1,-62,1.9221,921.25,1
15.25,0.27203,1.0082,-0.10491,4,-57,1.3714,924.75,1
15.5,0.27203,1.0082,-0.10491,1,-62,1.0845,922.25,1
16.5,0.24858,1.0312,-0.093505,1,-65,4.5697,925.25,1
17.5,0.2603,1.0197,-0.10491,1,-62.5,1.5064,921.75,1
18.5,0.31893,0.99674,-0.070699,1,-64,5.9963,923.75,1
18.75,0.31893,0.99674,-0.070699,1,-62,1.9205,921.25,1
19.25,0.31893,0.99674,-0.070699,1,-62.5,2.2764,920.75,1
20,0.43619,0.91636,0.0091224,1,-63,6.2663,923.25,1
21,0.47136,0.92784,0.020525,1,-64,2.8532,923.75,1
22.75,0.2134,1.0312,-0.12771,1,-64.5,4.9087,924.75,1
23,0.2134,1.0312,-0.12771,4,-57.5,0.54763,925.75,1
23.25,0.2134,1.0312,-0.12771,1,-63.5,5.7724,923.75,1
24.5,0.23685,1.0197,-0.10491,1,-62.5,5.6635,920.25,1
26.25,0.23685,1.0197,-0.10491,1,-62,4.8934,921.25,1
27.75,0.20168,1.0312,-0.11631,1,-62.5,0.84522,922.25,1
28.5,0.50654,0.91636,0.020525,1,-62.5,1.7518,921.25,1
29,0.50654,0.91636,0.020525,1,-62,5.3214,920.75,1
29.5,0.50654,0.91636,0.020525,1,-62.5,2.5541,920.25,1
29.75,0.50654,0.91636,0.020525,1,-63,6.2341,923.25,1
30.5,0.42446,0.91636,-0.0022806,1,-59.5,0.20555,923.75,1
30.75,0.42446,0.91636,-0.0022806,1,-58.5,1.2809,922.75,1
31.75,0.24858,1.0082,-0.16192,1,-59.5,6.2004,920.25,1
32.5,0.34238,0.97377,-0.047893,1,-59.5,1.3867,922.25,1
33,0.34238,0.97377,-0.047893,1,-61.5,6.2387,923.75,1
33.5,0.30721,0.97377,-0.03649,1,-63,1.7671,925.25,1
34,0.15478,1.0197,-0.13912,1,-61.5,2.6323,924.25,1
34.5,0.15478,1.0197,-0.13912,1,-60,1.8024,921.75,1
35.5,0.56517,0.87042,0.11175,4,-57,4.5636,923.75,1
35.6,0.56517,0.87042,0.11175,3,-57,6.0377,922.75,1
35.75,0.56517,0.87042,0.11175,1,-65.5,4.5437,922.75,1
36.25,0.56517,0.87042,0.11175,4,-60,4.5789,920.75,1
37,0.56517,0.87042,0.11175,1,-58.5,1.985,921.75,1
37.75,1.0694,0.29627,-0.013684,4,-67,1.0324,925.75,3
38,1.0694,0.29627,-0.013684,3,-50,5.0928,923.75,3
38.1,1.0694,0.29627,-0.013684,4,-67,5.7984,923.75,3
38.5,0.82312,-0.071196,-0.10491,3,-53,0.47707,925.25,3
38.75,1.0576,-0.28938,-0.03649,3,-50.5,0.046019,920.75,3
38.85,1.0576,-0.28938,-0.03649,3,-52,0.9434,924.25,3
39.25,1.1632,-0.27789,-0.059296,3,-50.5,5.6159,921.75,3
39.35,1.1632,-0.27789,-0.059296,4,-64.5,1.6858,921.75,3
39.75,0.9052,-0.20899,-0.15052,4,-67.5,4.5989,924.75,3
40.25,1.1397,-0.27789,-0.070699,3,-51.5,1.0907,923.75,3
40.5,0.92865,-0.19751,-0.16192,4,-65.5,0.37583,922.75,3
41.5,0.91693,-0.19751,-0.16192,3,-50,0.13652,920.25,3
41.6,0.91693,-0.19751,-0.16192,4,-66.5,6.0822,920.25,3
42,1.3156,-0.34679,-0.013684,3,-51,4.4915,923.25,3
42.25,0.9052,-0.19751,-0.16192,4,-68,1.2947,924.75,3
42.5,0.9052,-0.19751,-0.16192,4,-65.5,0.80687,922.25,3
43,1.2452,-0.34679,-0.025087,3,-50.5,4.7615,922.75,3
43.1,1.2452,-0.34679,-0.025087,3,-50.5,4.7691,922.75,3
43.25,0.87003,-0.19751,-0.17333,3,-50.5,5.7264,921.25,3
43.35,0.87003,-0.19751,-0.17333,4,-65.5,1.8929,921.25,3
43.5,0.9521,-0.18603,-0.15052,3,-50.5,6.0776,920.75,3
44,0.87003,-0.20899,-0.17333,3,-50.5,0.1534,920.25,3
44.1,0.87003,-0.20899,-0.17333,4,-67.5,6.0868,920.25,3
44.25,0.87003,-0.20899,-0.17333,4,-66,1.4021,921.75,3
44.5,0.89348,-0.19751,-0.16192,4,-69,4.513,924.75,3
44.75,0.89348,-0.19751,-0.16192,3,-50.5,5.0468,922.25,3
45.75,1.0342,-0.20899,-0.12771,3,-50,5.7417,921.25,3
45.85,1.0342,-0.20899,-0.12771,4,-66,1.8623,921.25,3
46,1.0342,-0.20899,-0.12771,3,-50,6.0945,920.75,3
46.25,1.3156,-0.36976,-0.013684,4,-67.5,4.941,924.25,3
46.5,0.92865,-0.18603,-0.15052,3,-50,5.3996,921.75,3
46.575,0.92865,-0.18603,-0.15052,4,-66,1.3514,921.75,3
47.25,1.0342,-0.23196,-0.11631,4,-66,0.84676,922.25,3
47.5,1.0342,-0.23196,-0.11631,3,-51.5,1.0124,923.75,3
47.575,1.0342,-0.23196,-0.11631,4,-67,5.4809,923.75,3
48,0.9052,-0.19751,-0.17333,4,-66.5,0.23163,922.75,3
48.5,1.1514,-0.30086,-0.047893,3,-50.5,6.0669,920.75,3
48.75,0.9052,-0.17454,-0.17333,3,-52.5,0.75012,924.25,3
49,1.3039,-0.33531,-0.0022806,4,-66.5,6.0163,920.25,3
49.1,1.3039,-0.33531,-0.0022806,4,-65.5,1.3039,921.75,3
50,0.94038,-0.18603,-0.16192,4,-66.5,5.3321,923.75,3
50.5,0.92865,-0.19751,-0.15052,4,-65.5,1.8623,921.25,3
50.75,0.92865,-0.19751,-0.15052,3,-50.5,6.0638,920.75,3
50.825,0.92865,-0.19751,-0.15052,4,-66,5.4272,920.75,3
51.75,1.1866,-0.30086,-0.03649,4,-66,5.8951,923.25,3
52,1.1866,-0.30086,-0.03649,4,-68,4.3918,924.75,3
52.75,0.94038,-0.17454,-0.15052,4,-65.5,0.21783,922.75,3
52.85,0.94038,-0.17454,-0.15052,3,-50.5,5.6987,921.25,3
53.5,1.0342,-0.20899,-0.11631,3,-50.5,6.0562,920.75,3
53.6,1.0342,-0.20899,-0.11631,4,-67.5,4.8689,924.25,3
53.75,1.0342,-0.20899,-0.11631,4,-66.5,5.9933,920.25,3
53.825,1.0342,-0.20899,-0.11631,4,-65.5,1.2947,921.75,3
54,0.88175,-0.17454,-0.16192,4,-66.5,5.8874,923.25,3
54.25,0.88175,-0.17454,-0.16192,4,-68.5,4.3519,924.75,3
54.5,0.88175,-0.17454,-0.16192,3,-50.5,5.01,922.25,3
55,1.1983,-0.28938,-0.03649,4,-66.5,5.3337,923.75,3
55.25,1.1983,-0.28938,-0.03649,3,-50,5.7202,921.25,3
55.325,0.99901,-0.17454,-0.13912,3,-50,5.7171,921.25,3
55.5,0.99901,-0.17454,-0.13912,4,-65.5,1.7794,921.25,3
56,1.1045,-0.24344,-0.070699,4,-67.5,4.8428,924.25,3
56.25,0.9521,-0.17454,-0.15052,3,-50,5.3643,921.75,3
56.5,0.9521,-0.17454,-0.15052,4,-65.5,1.2824,921.75,3
57.25,1.1632,-0.27789,-0.059296,3,-51.5,4.1233,923.75,3
57.35,1.1632,-0.27789,-0.059296,4,-66.5,5.3444,923.75,3
57.5,1.1632,-0.27789,-0.059296,3,-50.5,4.7063,922.75,3
58.5,1.0811,-0.23196,-0.10491,4,-67.5,4.7968,924.25,3
58.75,0.96383,-0.17454,-0.16192,3,-50,5.3827,921.75,3
58.825,0.96383,-0.17454,-0.16192,4,-65.5,4.3964,921.75,3
59.25,0.88175,-0.17454,-0.17333,4,-68.5,4.3565,924.75,3
60.25,0.88175,-0.17454,-0.16192,3,-50,5.6788,921.25,3
60.5,1.0459,-0.20899,-0.11631,4,-69,3.8748,925.25,3
61.75,1.1983,-0.28938,-0.047893,4,-65.5,0.7992,922.25,3
62.25,0.94038,-0.17454,-0.15052,3,-50.5,4.7461,922.75,3
62.5,0.89348,-0.18603,-0.16192,3,-50,5.7125,921.25,3
62.6,0.89348,-0.18603,-0.16192,4,-65.5,1.8546,921.25,3
62.75,0.89348,-0.18603,-0.16192,4,-69.5,3.8856,925.25,3
63,0.8583,-0.18603,-0.16192,4,-65.5,5.4963,920.75,3
63.75,0.9052,-0.16306,-0.16192,3,-50,5.3597,921.75,3
63.825,0.96383,-0.16306,-0.15052,4,-66,5.8982,923.25,3
64,0.96383,-0.16306,-0.15052,4,-68,4.3381,924.75,3
64.25,0.96383,-0.16306,-0.15052,3,-50.5,5.0207,922.25,3
64.75,0.92865,-0.16306,-0.15052,3,-51.5,4.154,923.75,3
64.875,0.92865,-0.17454,-0.16192,3,-50.5,4.7385,922.75,3
65,0.92865,-0.17454,-0.16192,3,-50.5,4.7308,922.75,3
65.1,1.2101,-0.28938,-0.03649,3,-50,5.6849,921.25,3
65.25,1.2101,-0.28938,-0.03649,4,-65,1.8423,921.25,3
65.5,1.2101,-0.28938,-0.03649,3,-50,6.0408,920.75,3
65.6,0.89348,-0.17454,-0.17333,3,-50,6.0608,920.75,3
65.65,0.89348,-0.17454,-0.17333,4,-67.5,1.7441,924.25,3
65.75,0.89348,-0.17454,-0.17333,4,-66,6.0316,920.25,3
66.5,0.9052,-0.17454,-0.16192,4,-68,4.3442,924.75,3
66.75,0.9052,-0.17454,-0.16192,3,-50.5,5.01,922.25,3
67.5,0.91693,-0.18603,-0.17333,3,-50,5.7003,921.25,3
67.6,0.91693,-0.18603,-0.17333,4,-65,1.8392,921.25,3
67.75,0.91693,-0.18603,-0.17333,3,-50.5,6.0485,920.75,3
68,0.89348,-0.17454,-0.16192,4,-65.5,5.5162,920.75,3
68.525,0.91693,-0.17454,-0.15052,3,-50,0.12732,920.25,3
68.6,0.88175,-0.17454,-0.16192,3,-50,5.3567,921.75,3
68.65,0.88175,-0.17454,-0.16192,4,-65,1.3622,921.75,3
69,1.0107,-0.19751,-0.11631,4,-67.5,4.4363,924.75,3
69.25,1.0107,-0.19751,-0.11631,4,-65.5,0.80994,922.25,3
70,0.91693,-0.17454,-0.17333,3,-50,5.7141,921.25,3
70.1,0.91693,-0.17454,-0.17333,4,-70,3.8902,925.25,3
71.625,0.88175,-0.15158,-0.16192,3,-50,6.0638,920.75,3
71.725,0.88175,-0.15158,-0.16192,4,-67,1.7242,924.25,3
71.775,0.88175,-0.15158,-0.16192,4,-66,6.0454,920.25,3
71.825,1.128,-0.24344,-0.070699,3,-50,5.3674,921.75,3
71.85,1.128,-0.24344,-0.070699,3,-51,4.4424,923.25,3
72.25,0.9052,-0.17454,-0.16192,4,-66,0.23163,922.75,3
72.5,0.9052,-0.17454,-0.16192,3,-50,5.7125,921.25,3
72.6,0.9052,-0.17454,-0.16192,4,-65.5,1.8684,921.25,3
73.5,0.88175,-0.17454,-0.16192,4,-65.5,4.3995,921.75,3
73.75,0.88175,-0.17454,-0.16192,4,-66.5,5.892,923.25,3
74,0.88175,-0.17454,-0.16192,3,-49,5.9089,922.25,3
74.075,0.94038,0.1355,-0.32157,3,-49.5,0.26538,922.25,3
74.125,0.94038,0.1355,-0.32157,3,-49.5,0.42338,922.25,3
74.25,0.94038,0.1355,-0.32157,3,-57,6.251,925.75,3
76,0.7176,0.89339,0.043332,1,-59,5.734,923.25,1
76.5,0.7176,0.89339,0.043332,1,-63,4.605,922.25,1
77.25,0.7176,0.89339,0.043332,4,-57,0.48627,921.25,1
77.5,0.7176,0.89339,0.043332,4,-58,0.25924,925.25,1
77.75,0.7176,0.89339,0.043332,4,-57.5,0.10431,924.25,1
78,0.7176,0.89339,0.043332,1,-61.5,4.3228,920.25,1
79,0.42446,0.96229,-0.082102,1,-61.5,2.3378,922.25,1
80,0.23685,1.0082,-0.12771,1,-62,0.88204,920.75,1
80.75,0.23685,1.0082,-0.12771,1,-62.5,6.1911,921.75,1
81,0.23685,1.0082,-0.12771,4,-57,4.7262,924.75,1
81.5,0.23685,1.0082,-0.12771,1,-66.5,5.2447,925.75,1
82.25,0.29548,0.99674,-0.082102,4,-57.5,1.0385,925.25,1
82.75,0.29548,0.99674,-0.082102,1,-64,0.32674,924.25,1
83.25,0.29548,0.99674,-0.082102,1,-62.5,1.3744,923.25,1
84.5,0.33066,0.99674,-0.070699,4,-56,4.9425,921.25,1
84.75,0.33066,0.99674,-0.070699,1,-66,5.6389,925.25,1
85.25,0.33066,0.99674,-0.070699,4,-57,5.8997,920.25,1
86.5,0.55344,0.89339,0.0091224,4,-57,5.4533,923.75,1
87,0.55344,0.89339,0.0091224,4,-56,4.8811,921.25,1
87.75,0.37756,0.97377,-0.059296,4,-57,5.892,920.25,1
88.25,0.37756,0.97377,-0.059296,1,-63,1.3238,923.25,1
88.75,0.37756,0.97377,-0.059296,4,-58.5,0.46173,925.75,1
89.75,0.31893,0.97377,-0.082102,4,-57.5,0.90812,925.25,1
90,0.31893,0.97377,-0.082102,4,-57,1.85,924.25,1
90.25,0.31893,0.97377,-0.082102,1,-63,1.0922,920.25,1
90.75,0.31893,0.97377,-0.082102,1,-65,6.1175,924.75,1
92,0.30721,0.99674,-0.070699,4,-56.5,4.7799,921.25,1
92.5,0.30721,0.99674,-0.070699,4,-57.5,1.7518,924.25,1
93.5,0.33066,0.98526,-0.082102,1,-62,5.3981,922.25,1
94.25,0.33066,0.98526,-0.082102,1,-62,1.8362,922.75,1
94.75,0.33066,0.98526,-0.082102,4,-56.5,5.2938,920.75,1
95,0.33066,0.98526,-0.082102,4,-57,4.9456,924.25,1
95.25,0.33066,0.98526,-0.082102,4,-56.5,1.1183,921.75,1
96,0.28376,1.0082,-0.11631,1,-62.5,5.3643,922.25,1
96.5,0.28376,1.0082,-0.11631,4,-57,0.0061359,922.75,1
96.75,0.28376,1.0082,-0.11631,1,-62.5,0.026078,921.25,1
97.25,0.28376,1.0082,-0.11631,4,-57,4.8934,924.25,1
98.25,0.54171,0.90487,0.0091224,4,-57,4.5053,924.75,1
98.5,0.54171,0.90487,0.0091224,1,-62,2.2519,922.25,1
99,0.54171,0.90487,0.0091224,1,-62.5,0.03835,921.25,1
99.5,0.54171,0.90487,0.0091224,4,-56.5,5.1833,920.75,1
100,0.54171,0.90487,0.0091224,1,-63,4.0697,920.25,1
101.25,0.29548,0.99674,-0.10491,4,-56.5,5.3843,923.75,1
101.5,0.29548,0.99674,-0.10491,4,-56.5,4.786,921.25,1
102,0.29548,0.99674,-0.10491,1,-63,0.58445,920.75,1
102.5,0.29548,0.99674,-0.10491,4,-56.5,5.7187,920.25,1
103.25,0.41273,0.93932,-0.025087,1,-62.5,5.5776,922.25,1
104,0.41273,0.93932,-0.025087,1,-60.5,1.2026,922.75,4
106.75,0.22513,0.89339,-0.17333,1,-48.5,2.1046,920.75,4
107.25,0.60034,1.0082,-0.047893,1,-50.5,5.9411,920.25,4
111.5,0.2603,0.99674,-0.059296,2,-58.5,0.99402,925.25,4
116,0.83485,0.67521,-0.13912,2,-55.5,5.9841,921.25,2
116.5,0.83485,0.67521,-0.13912,2,-55.5,6.2709,920.75,2
118,0.88175,0.66373,-0.082102,2,-57,0.75625,925.75,2
120.5,0.88175,0.64076,-0.093505,2,-57.5,0.7041,925.75,2
126.5,0.84658,0.66373,-0.12771,2,-55,6.1375,920.75,2
127,0.84658,0.66373,-0.12771,2,-56,5.6481,921.75,2
128.5,1.0928,0.5489,-0.013684,2,-57.5,0.73631,925.25,2
130.25,0.83485,0.66373,-0.12771,2,-58,0.60899,925.75,2
131.25,1.0928,0.56038,-0.013684,2,-56,6.0562,920.75,2
132.75,0.78795,0.67521,-0.15052,2,-56,1.353,923.75,2
133,0.78795,0.67521,-0.15052,2,-55.5,4.9977,922.75,2
135,0.8583,0.65224,-0.10491,2,-57.5,0.46019,925.75,2
136.25,0.8583,0.66373,-0.10491,2,-57,4.3212,924.25,2
137.25,0.8583,0.66373,-0.10491,2,-57,1.0017,924.75,2
138.25,0.89348,0.62928,-0.093505,2,-55,5.7754,921.25,2
139,0.89348,0.62928,-0.093505,2,-55.5,0.03835,920.25,2
140,0.88175,0.64076,-0.093505,2,-58,0.53996,925.75,2
140.5,0.88175,0.64076,-0.093505,2,-56,1.9282,922.75,2
140.75,0.88175,0.64076,-0.093505,2,-58,0.76085,925.25,2
141.25,0.88175,0.64076,-0.093505,2,-57,1.1689,924.25,2
142,0.88175,0.64076,-0.093505,2,-57.5,0.90198,924.75,2
142.25,0.88175,0.64076,-0.093505,2,-58,0.4694,925.75,2
142.75,0.88175,0.64076,-0.093505,2,-56,4.9594,922.75,2
143,0.88175,0.64076,-0.093505,2,-56,5.7693,921.25,2
143.5,0.88175,0.64076,-0.093505,2,-57,1.172,924.25,2
145,0.8583,0.62928,-0.10491,2,-58,0.48627,925.75,2
146,0.9052,0.62928,-0.093505,2,-57,4.22,924.25,2
146.75,0.9052,0.62928,-0.093505,2,-57.5,0.90505,924.75,2
148,0.96383,0.60631,-0.047893,2,-58,0.69489,925.25,2
148.5,0.96383,0.60631,-0.047893,2,-56.5,1.1275,924.25,2
149.75,0.88175,0.64076,-0.082102,2,-56.5,1.3637,923.75,2
150.5,0.88175,0.64076,-0.082102,2,-58,0.7133,925.25,2
151,0.88175,0.64076,-0.082102,2,-56.5,0.03835,920.25,2
152.5,1.1163,0.5489,-0.013684,2,-56,4.9379,922.75,2
153,1.1163,0.5489,-0.013684,2,-58,0.65961,925.25,2
153.5,1.1163,0.5489,-0.013684,2,-56.5,0.0061359,920.25,2
155.28,0.84658,0.65224,-0.10491,2,-58,0.69489,925.25,2
156,0.84658,0.65224,-0.10491,2,-56.5,0.021476,920.25,2
157.25,0.88175,0.64076,-0.070699,2,-56.5,4.5329,923.75,2
157.5,0.88175,0.64076,-0.070699,2,-56.5,5.8307,921.25,2
158,0.88175,0.64076,-0.070699,2,-56.5,6.0914,920.75,2
158.75,0.88175,0.64076,-0.070699,2,-55.5,5.4809,921.75,2
159.75,0.87003,0.64076,-0.10491,2,-57,1.3192,923.75,2
160.5,0.87003,0.64076,-0.10491,2,-56,6.0331,920.75,2
162.25,0.87003,0.65224,-0.10491,2,-56.5,1.8776,922.75,2
163,0.87003,0.65224,-0.10491,2,-57.5,1.1198,924.25,2
163.5,0.87003,0.65224,-0.10491,2,-56,5.6052,921.75,2
164,0.87003,0.65224,-0.10491,2,-56,5.326,922.25,2
164.5,0.87003,0.65224,-0.10491,2,-56,5.0054,922.75,2
165.75,0.89348,0.62928,-0.093505,2,-56.5,6.2786,920.25,2
166.25,0.89348,0.62928,-0.093505,2,-56,4.6955,923.25,2
166.5,0.89348,0.62928,-0.093505,2,-56,5.1895,922.25,2
168,0.88175,0.64076,-0.093505,2,-57,1.1321,924.25,2
168.5,0.88175,0.64076,-0.093505,2,-56.5,1.5769,923.25,2
169,0.88175,0.64076,-0.093505,2,-56,5.191,922.25,2
169.5,0.88175,0.64076,-0.093505,2,-56.5,4.4225,923.75,2
178.75,0.88175,0.62928,-0.10491,2,-57,0.15033,925.75,2
184.5,0.82312,0.68669,-0.13912,2,-56.5,0.33748,925.25,2
186,0.87003,0.64076,-0.11631,2,-54,4.9256,922.25,2
193,0.84658,0.66373,-0.13912,2,-56.5,0.474,924.75,2
194.5,0.77622,0.66373,0.020525,2,-55,5.6159,924.25,4
196.25,0.096148,0.93932,-0.16192,2,-57,6.1543,923.75,4
198.25,0.096148,0.93932,-0.16192,1,-66.5,0.51695,922.25,4
199.5,-0.51357,0.98526,-0.25315,4,-59,0.72864,924.25,1
199.75,-0.51357,0.98526,-0.25315,4,-60.5,5.6834,920.25,1
200.25,-0.51357,0.98526,-0.25315,3,-57,0.18715,923.25,1
200.33,-0.51357,0.98526,-0.25315,3,-58,1.6045,924.75,1
200.75,0.92865,0.26182,-0.13912,3,-52,5.5776,925.75,3
201,1.2335,-0.15158,-0.12771,1,-61.5,5.8537,923.75,3
201.53,1.0928,-0.25493,-0.03649,1,-58.5,4.5605,921.25,3
202.25,1.2101,-0.31234,0.077541,1,-60.5,5.507,920.25,3
203.25,1.2687,-0.32383,0.043332,1,-67,0.3252,925.75,3
204.25,1.0928,-0.28938,-0.059296,1,-60.5,4.9962,920.75,3
205.25,1.2687,-0.36976,0.0091224,1,-64.5,4.3442,924.75,3
206,1.2921,-0.38124,0.020525,1,-61.5,6.1804,922.75,3
206.25,1.2921,-0.38124,0.020525,1,-60.5,4.5268,921.25,3
208,1.0694,-0.26641,-0.082102,1,-61,0.38503,922.25,3
208.75,1.0928,-0.26641,-0.082102,1,-60,4.5636,921.25,3
209,1.0928,-0.26641,-0.082102,1,-66,0.76392,925.25,3
210,1.128,-0.28938,-0.059296,1,-62,2.5679,923.25,3
211.75,0.91693,-0.18603,-0.12771,3,-49,6.0945,924.25,3
211.85,0.91693,-0.18603,-0.12771,3,-49,6.0654,924.25,3
212.25,0.9521,-0.18603,-0.12771,3,-48.5,1.4174,921.75,3
212.35,1.2687,-0.33531,0.020525,3,-48.5,0.18868,923.25,3
212.5,1.0107,-0.23196,-0.10491,1,-65.5,0.11045,923.25,3
212.75,1.0107,-0.23196,-0.10491,1,-68.5,1.7303,924.75,3
213,0.88175,-0.18603,-0.13912,3,-50,4.9225,925.75,3
213.08,0.88175,-0.18603,-0.13912,3,-50,4.9103,925.75,3
213.25,0.91693,-0.19751,-0.12771,3,-49.5,6.2234,923.75,3
213.5,0.99901,-0.22048,-0.11631,1,-66.5,0.71023,922.75,3
213.75,0.99901,-0.22048,-0.11631,1,-66.5,5.3689,921.25,3
213.83,0.99901,-0.22048,-0.11631,3,-51,5.6205,925.25,3
214.25,1.1397,-0.28938,-0.013684,3,-50,6.2586,924.25,3
214.75,0.91693,-0.18603,-0.13912,1,-66,6.0592,923.25,3
215,0.91693,-0.18603,-0.13912,1,-65,1.1305,924.75,3
215.25,0.91693,-0.18603,-0.13912,1,-65.5,0.38196,922.25,3
215.75,1.1632,-0.30086,-0.03649,3,-48.5,6.2663,923.75,3
217.25,0.91693,-0.19751,-0.12771,3,-48.5,6.274,923.25,3
217.5,1.1514,-0.27789,-0.025087,3,-48.5,5.1496,924.75,3
217.75,1.0107,-0.19751,-0.093505,3,-49.5,4.4976,925.75,3
218,0.88175,-0.18603,-0.13912,3,-48.5,5.8552,923.75,3
218.75,0.96383,-0.19751,-0.11631,3,-49,4.7891,925.25,3
220,0.9052,-0.19751,-0.12771,3,-49,5.1542,924.75,3
220.25,1.0225,-0.20899,-0.10491,3,-49.5,4.5237,925.75,3
221,1.0342,-0.19751,-0.093505,3,-49.5,4.9256,925.25,3
222.75,0.92865,-0.18603,-0.10491,3,-50,4.5437,925.75,3
224.25,1.1163,-0.26641,-0.03649,3,-49.5,1.1643,921.75,3
224.5,0.94038,-0.19751,-0.11631,3,-49,6.277,923.25,3
225,0.91693,-0.18603,-0.11631,3,-49.5,4.5789,925.75,3
225.25,0.92865,-0.19751,-0.11631,3,-49,5.912,923.75,3
225.5,1.1045,-0.27789,-0.047893,3,-49,0.43565,922.75,3
225.75,1.0694,-0.23196,-0.082102,3,-50,1.5018,921.25,3
226.5,0.91693,-0.19751,-0.12771,3,-49.5,5.5361,924.25,3
227.75,1.0459,-0.24344,-0.082102,3,-50,4.5697,925.75,3
227.85,1.0459,-0.24344,-0.082102,3,-50,4.5667,925.75,3
228.5,1.1163,-0.26641,-0.025087,3,-50,4.9394,925.25,3
228.58,1.1163,-0.26641,-0.025087,3,-49.5,4.9824,925.25,3
229,0.96383,-0.19751,-0.11631,3,-52,5.3827,920.25,3
230,1.1045,-0.26641,-0.03649,3,-50,4.582,925.75,3
230.5,0.92865,-0.19751,-0.11631,3,-49.5,0.44792,922.75,3
231.25,0.91693,-0.19751,-0.11631,3,-49.5,5.5668,924.25,3
231.5,0.94038,-0.19751,-0.10491,3,-50,1.2103,921.75,3
231.75,0.94038,-0.19751,-0.10491,3,-50,1.1934,921.75,3
232,0.9052,-0.18603,-0.12771,3,-49.5,5.2002,924.75,3
232.5,0.92865,-0.18603,-0.10491,3,-50,4.6035,925.75,3
234.25,1.2804,-0.35827,0.031928,3,-49.5,1.2026,921.75,3
234.5,0.92865,-0.20899,-0.10491,3,-49,5.2186,924.75,3
234.75,1.128,-0.27789,-0.03649,3,-49,0.86363,922.25,3
235,1.0694,-0.24344,-0.047893,3,-49,5.9488,923.75,3
235.25,0.91693,-0.18603,-0.11631,3,-49,0.47247,922.75,3
235.5,0.9521,-0.19751,-0.10491,3,-50,1.58,921.25,3
